Asn;Holder;DnsLookupTimer;TimeOfMeasurement;Url;Path;Ip;Port;ConnecitonEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional;Error
13335;CLOUDFLARENET - Cloudflare;0.510;1560439834;udemy.com;;131.159.0.2;443;57.420;301;TCP/TLS1.3;7.645;
13335;CLOUDFLARENET - Cloudflare;0.585;1560439834;substand.info;;131.159.0.2;443;62.824;302;TCP/TLS1.2;0.448;
13335;CLOUDFLARENET - Cloudflare;0.744;1560439834;substand.info;;131.159.0.2;443;30.870;302;TCP/TLS1.3;0.385;
13335;CLOUDFLARENET - Cloudflare;0.426;1560439834;quizlet.com;;131.159.0.2;443;61.313;403;TCP/TLS1.2;0.507;
13335;CLOUDFLARENET - Cloudflare;0.507;1560439834;quizlet.com;;131.159.0.2;443;47.509;403;TCP/TLS1.3;0.978;
13335;CLOUDFLARENET - Cloudflare;0.537;1560439835;mgid.com;;131.159.0.2;443;73.324;301;TCP/TLS1.2;0.480;
13335;CLOUDFLARENET - Cloudflare;0.527;1560439835;mgid.com;;131.159.0.2;443;46.870;301;TCP/TLS1.3;0.749;
15169;GOOGLE - Google LLC;0.651;1560439835;google.de;;131.159.0.2;443;73.771;301;TCP/TLS1.2;0.610;
15169;GOOGLE - Google LLC;0.605;1560439835;google.de;;131.159.0.2;443;46.013;301;TCP/TLS1.3;0.546;
15169;GOOGLE - Google LLC;0.538;1560439835;youtube.com;;131.159.0.2;443;72.573;301;TCP/TLS1.2;0.441;
15169;GOOGLE - Google LLC;0.518;1560439835;youtube.com;;131.159.0.2;443;48.142;301;TCP/TLS1.3;0.516;
15169;GOOGLE - Google LLC;0.516;1560439836;google.com.tw;;131.159.0.2;443;72.579;301;TCP/TLS1.2;0.543;
15169;GOOGLE - Google LLC;0.597;1560439836;google.com.tw;;131.159.0.2;443;44.963;301;TCP/TLS1.3;0.557;
15169;GOOGLE - Google LLC;0.483;1560439836;google.cn;;131.159.0.2;443;73.539;302;TCP/TLS1.2;0.465;
15169;GOOGLE - Google LLC;0.554;1560439836;google.cn;;131.159.0.2;443;45.155;302;TCP/TLS1.3;0.517;
15169;GOOGLE - Google LLC;0.502;1560439836;google.es;;131.159.0.2;443;90.693;301;TCP/TLS1.2;0.471;
15169;GOOGLE - Google LLC;0.515;1560439836;google.es;;131.159.0.2;443;46.096;301;TCP/TLS1.3;0.519;
15169;GOOGLE - Google LLC;0.514;1560439836;blogspot.com;;131.159.0.2;443;73.456;301;TCP/TLS1.2;0.501;
15169;GOOGLE - Google LLC;0.508;1560439836;blogspot.com;;131.159.0.2;443;43.739;301;TCP/TLS1.3;0.551;
15169;GOOGLE - Google LLC;0.646;1560439836;google.co.jp;;131.159.0.2;443;74.662;301;TCP/TLS1.2;0.675;
15169;GOOGLE - Google LLC;0.740;1560439837;google.co.jp;;131.159.0.2;443;46.342;301;TCP/TLS1.3;0.613;
15169;GOOGLE - Google LLC;0.518;1560439837;google.it;;131.159.0.2;443;77.857;301;TCP/TLS1.2;0.503;
15169;GOOGLE - Google LLC;0.552;1560439837;google.it;;131.159.0.2;443;44.351;301;TCP/TLS1.3;0.525;
15169;GOOGLE - Google LLC;0.552;1560439837;google.com.mx;;131.159.0.2;443;71.444;301;TCP/TLS1.2;0.483;
15169;GOOGLE - Google LLC;0.484;1560439837;google.com.mx;;131.159.0.2;443;42.923;301;TCP/TLS1.3;0.512;
15169;GOOGLE - Google LLC;0.569;1560439837;google.com.br;;131.159.0.2;443;77.095;301;TCP/TLS1.2;0.611;
15169;GOOGLE - Google LLC;0.704;1560439837;google.com.br;;131.159.0.2;443;45.816;301;TCP/TLS1.3;0.585;
32475;SINGLEHOP-LLC - SingleHop LLC;0.523;1560439838;wordpress.org;;131.159.0.2;443;338.329;200;TCP/TLS1.2;0.516;
32475;SINGLEHOP-LLC - SingleHop LLC;0.525;1560439838;wordpress.org;;131.159.0.2;443;226.526;200;TCP/TLS1.3;0.429;
32475;SINGLEHOP-LLC - SingleHop LLC;0.515;1560439839;abante.com.ph;;131.159.0.2;443;348.304;301;TCP/TLS1.2;0.542;
32475;SINGLEHOP-LLC - SingleHop LLC;0.516;1560439840;abante.com.ph;;131.159.0.2;443;339.719;301;TCP/TLS1.3;0.443;
32475;SINGLEHOP-LLC - SingleHop LLC;0.548;1560439841;maddict-server.com;;131.159.0.2;443;439.684;200;TCP/TLS1.2;0.457;
32475;SINGLEHOP-LLC - SingleHop LLC;0.554;1560439841;maddict-server.com;;131.159.0.2;443;343.449;200;TCP/TLS1.3;0.500;
32475;SINGLEHOP-LLC - SingleHop LLC;0.582;1560439842;softdownload.com.br;;131.159.0.2;443;804.435;301;TCP/TLS1.2;0.508;
32475;SINGLEHOP-LLC - SingleHop LLC;0.528;1560439842;softdownload.com.br;;131.159.0.2;443;341.735;301;TCP/TLS1.3;0.479;
32475;SINGLEHOP-LLC - SingleHop LLC;0.542;1560439843;mathopenref.com;;131.159.0.2;443;552.457;200;TCP/TLS1.2;0.572;
32475;SINGLEHOP-LLC - SingleHop LLC;0.514;1560439844;mathopenref.com;;131.159.0.2;443;340.833;200;TCP/TLS1.3;0.415;
32475;SINGLEHOP-LLC - SingleHop LLC;0.531;1560439844;baganthar.com;;131.159.0.2;443;610.365;200;TCP/TLS1.2;0.501;
32475;SINGLEHOP-LLC - SingleHop LLC;0.564;1560439845;baganthar.com;;131.159.0.2;443;536.775;200;TCP/TLS1.3;0.538;
32475;SINGLEHOP-LLC - SingleHop LLC;0.554;1560439847;logoground.com;;131.159.0.2;443;449.544;200;TCP/TLS1.2;0.510;
32475;SINGLEHOP-LLC - SingleHop LLC;0.518;1560439848;logoground.com;;131.159.0.2;443;386.477;200;TCP/TLS1.3;0.505;
32475;SINGLEHOP-LLC - SingleHop LLC;0.500;1560439848;healthbuzzline.com;;131.159.0.2;443;440.338;302;TCP/TLS1.2;0.569;
32475;SINGLEHOP-LLC - SingleHop LLC;0.493;1560439849;healthbuzzline.com;;131.159.0.2;443;340.822;302;TCP/TLS1.3;0.506;
32475;SINGLEHOP-LLC - SingleHop LLC;0.530;1560439849;catholic-link.com;;131.159.0.2;443;350.798;403;TCP/TLS1.2;4.449;
32475;SINGLEHOP-LLC - SingleHop LLC;0.578;1560439850;catholic-link.com;;131.159.0.2;443;340.972;403;TCP/TLS1.3;0.490;
32475;SINGLEHOP-LLC - SingleHop LLC;0.545;1560439851;brokensilenze.net;;131.159.0.2;443;574.527;301;TCP/TLS1.2;0.894;
32475;SINGLEHOP-LLC - SingleHop LLC;0.585;1560439851;brokensilenze.net;;131.159.0.2;443;339.763;301;TCP/TLS1.3;0.465;
19551;INCAPSULA - Incapsula Inc;0.522;1560439852;cgtrader.com;;131.159.0.2;443;384.910;301;TCP/TLS1.2;0.492;
19551;INCAPSULA - Incapsula Inc;0.532;1560439852;cgtrader.com;;131.159.0.2;443;376.851;301;TCP/TLS1.3;0.487;
19551;INCAPSULA - Incapsula Inc;0.529;1560439853;canadavisa.com;;131.159.0.2;443;363.604;301;TCP/TLS1.2;0.435;
19551;INCAPSULA - Incapsula Inc;0.505;1560439853;canadavisa.com;;131.159.0.2;443;337.498;301;TCP/TLS1.3;0.513;
19551;INCAPSULA - Incapsula Inc;0.501;1560439854;saudiairlines.com;;131.159.0.2;443;198.264;301;TCP/TLS1.2;0.406;
19551;INCAPSULA - Incapsula Inc;0.555;1560439854;saudiairlines.com;;131.159.0.2;443;115.342;301;TCP/TLS1.3;0.593;
19551;INCAPSULA - Incapsula Inc;0.472;1560439859;ntvbd.com;;131.159.0.2;443;399.940;200;TCP/TLS1.2;0.505;
19551;INCAPSULA - Incapsula Inc;0.451;1560439864;ntvbd.com;;131.159.0.2;443;357.077;200;TCP/TLS1.3;0.347;
19551;INCAPSULA - Incapsula Inc;0.731;1560439864;immoweb.be;;131.159.0.2;443;140.795;301;TCP/TLS1.2;0.400;
19551;INCAPSULA - Incapsula Inc;0.641;1560439864;immoweb.be;;131.159.0.2;443;112.625;301;TCP/TLS1.3;0.666;
19551;INCAPSULA - Incapsula Inc;0.539;1560439864;dezeen.com;;131.159.0.2;443;220.861;301;TCP/TLS1.2;0.515;
19551;INCAPSULA - Incapsula Inc;0.562;1560439865;dezeen.com;;131.159.0.2;443;106.285;301;TCP/TLS1.3;0.502;
19551;INCAPSULA - Incapsula Inc;0.528;1560439865;almosafer.com;;131.159.0.2;443;126.241;308;TCP/TLS1.2;0.521;
19551;INCAPSULA - Incapsula Inc;0.519;1560439865;almosafer.com;;131.159.0.2;443;105.971;308;TCP/TLS1.3;0.483;
19551;INCAPSULA - Incapsula Inc;0.500;1560439866;kmart.com.au;;131.159.0.2;443;826.425;200;TCP/TLS1.2;0.539;
19551;INCAPSULA - Incapsula Inc;0.612;1560439867;kmart.com.au;;131.159.0.2;443;784.897;200;TCP/TLS1.3;0.534;
19551;INCAPSULA - Incapsula Inc;0.523;1560439868;decathlon.es;;131.159.0.2;443;158.245;301;TCP/TLS1.2;0.506;
19551;INCAPSULA - Incapsula Inc;0.526;1560439868;decathlon.es;;131.159.0.2;443;102.628;301;TCP/TLS1.3;0.597;
19551;INCAPSULA - Incapsula Inc;0.583;1560439868;khaleejtimes.com;;131.159.0.2;443;125.564;301;TCP/TLS1.2;0.563;
19551;INCAPSULA - Incapsula Inc;0.474;1560439868;khaleejtimes.com;;131.159.0.2;443;101.877;301;TCP/TLS1.3;0.483;
2635;AUTOMATTIC - Automattic;0.480;1560439868;wordpress.com;;131.159.0.2;443;62.644;200;TCP/TLS1.2;0.483;
2635;AUTOMATTIC - Automattic;0.567;1560439869;wordpress.com;;131.159.0.2;443;37.862;200;TCP/TLS1.3;0.540;
2635;AUTOMATTIC - Automattic;0.529;1560439870;uproxx.com;;131.159.0.2;443;70.324;200;TCP/TLS1.2;0.466;
2635;AUTOMATTIC - Automattic;0.530;1560439870;uproxx.com;;131.159.0.2;443;49.356;200;TCP/TLS1.3;0.570;
2635;AUTOMATTIC - Automattic;0.547;1560439870;9to5google.com;;131.159.0.2;443;59.517;200;TCP/TLS1.2;0.530;
2635;AUTOMATTIC - Automattic;0.503;1560439871;9to5google.com;;131.159.0.2;443;38.928;200;TCP/TLS1.3;0.481;
2635;AUTOMATTIC - Automattic;0.472;1560439871;mensjournal.com;;131.159.0.2;443;70.212;302;TCP/TLS1.2;0.442;
2635;AUTOMATTIC - Automattic;0.534;1560439871;mensjournal.com;;131.159.0.2;443;41.821;302;TCP/TLS1.3;0.517;
2635;AUTOMATTIC - Automattic;0.538;1560439871;discover.wordpress.com;;131.159.0.2;443;60.968;200;TCP/TLS1.2;0.513;
2635;AUTOMATTIC - Automattic;0.530;1560439873;discover.wordpress.com;;131.159.0.2;443;1038.695;200;TCP/TLS1.3;999.160;
2635;AUTOMATTIC - Automattic;0.586;1560439873;files.wordpress.com;;131.159.0.2;443;60.550;301;TCP/TLS1.2;0.434;
2635;AUTOMATTIC - Automattic;0.557;1560439873;files.wordpress.com;;131.159.0.2;443;38.907;301;TCP/TLS1.3;0.498;
2635;AUTOMATTIC - Automattic;0.513;1560439874;torontosun.com;;131.159.0.2;443;199.743;200;TCP/TLS1.2;0.499;
2635;AUTOMATTIC - Automattic;0.516;1560439875;torontosun.com;;131.159.0.2;443;37.843;200;TCP/TLS1.3;0.462;
2635;AUTOMATTIC - Automattic;0.515;1560439875;fox2now.com;;131.159.0.2;443;60.011;200;TCP/TLS1.2;0.490;
2635;AUTOMATTIC - Automattic;0.512;1560439875;fox2now.com;;131.159.0.2;443;42.227;200;TCP/TLS1.3;0.521;
2635;AUTOMATTIC - Automattic;0.726;1560439876;ottawacitizen.com;;131.159.0.2;443;199.615;200;TCP/TLS1.2;0.473;
2635;AUTOMATTIC - Automattic;0.579;1560439877;ottawacitizen.com;;131.159.0.2;443;40.306;200;TCP/TLS1.3;0.469;
2635;AUTOMATTIC - Automattic;0.524;1560439877;usmagazine.com;;131.159.0.2;443;80.530;302;TCP/TLS1.2;0.852;
2635;AUTOMATTIC - Automattic;0.563;1560439877;usmagazine.com;;131.159.0.2;443;38.812;302;TCP/TLS1.3;0.543;
30148;SUCURI-SEC - Sucuri;0.714;1560439877;linuxmint.com;;131.159.0.2;443;152.862;200;TCP/TLS1.2;0.522;
30148;SUCURI-SEC - Sucuri;0.520;1560439878;linuxmint.com;;131.159.0.2;443;79.812;200;TCP/TLS1.3;0.658;
30148;SUCURI-SEC - Sucuri;0.514;1560439879;upmedia.mg;;131.159.0.2;443;650.569;301;TCP/TLS1.2;0.508;
30148;SUCURI-SEC - Sucuri;0.504;1560439879;upmedia.mg;;131.159.0.2;443;81.520;301;TCP/TLS1.3;0.519;
30148;SUCURI-SEC - Sucuri;0.539;1560439879;hqdesexo.com;;131.159.0.2;443;131.930;301;TCP/TLS1.2;0.514;
30148;SUCURI-SEC - Sucuri;0.529;1560439879;hqdesexo.com;;131.159.0.2;443;90.899;301;TCP/TLS1.3;0.517;
30148;SUCURI-SEC - Sucuri;0.515;1560439879;imgdrive.net;;131.159.0.2;443;142.321;403;TCP/TLS1.2;0.481;
30148;SUCURI-SEC - Sucuri;0.513;1560439879;imgdrive.net;;131.159.0.2;443;80.423;403;TCP/TLS1.3;0.498;
30148;SUCURI-SEC - Sucuri;0.513;1560439880;salesloft.com;;131.159.0.2;443;129.608;200;TCP/TLS1.2;0.534;
30148;SUCURI-SEC - Sucuri;0.525;1560439880;salesloft.com;;131.159.0.2;443;95.302;200;TCP/TLS1.3;0.499;
30148;SUCURI-SEC - Sucuri;0.486;1560439881;modelos-de-curriculum.com;;131.159.0.2;443;319.659;403;TCP/TLS1.2;0.524;
30148;SUCURI-SEC - Sucuri;0.545;1560439881;modelos-de-curriculum.com;;131.159.0.2;443;81.560;403;TCP/TLS1.3;0.537;
30148;SUCURI-SEC - Sucuri;0.530;1560439881;intellipaat.com;;131.159.0.2;443;626.796;403;TCP/TLS1.2;0.547;
30148;SUCURI-SEC - Sucuri;0.519;1560439882;intellipaat.com;;131.159.0.2;443;81.107;403;TCP/TLS1.3;0.518;
30148;SUCURI-SEC - Sucuri;0.611;1560439882;winhelponline.com;;131.159.0.2;443;154.788;403;TCP/TLS1.2;0.476;
30148;SUCURI-SEC - Sucuri;0.519;1560439882;winhelponline.com;;131.159.0.2;443;92.819;403;TCP/TLS1.3;0.482;
30148;SUCURI-SEC - Sucuri;0.474;1560439882;baboo.com.br;;131.159.0.2;443;142.751;403;TCP/TLS1.2;0.462;
30148;SUCURI-SEC - Sucuri;0.508;1560439882;baboo.com.br;;131.159.0.2;443;80.058;403;TCP/TLS1.3;0.561;
30148;SUCURI-SEC - Sucuri;0.509;1560439882;onthehub.com;;131.159.0.2;443;136.574;200;TCP/TLS1.2;0.591;
30148;SUCURI-SEC - Sucuri;0.514;1560439883;onthehub.com;;131.159.0.2;443;80.702;200;TCP/TLS1.3;0.551;
53831;SQUARESPACE - Squarespace;0.513;1560439884;bibliocommons.com;;131.159.0.2;443;494.265;400;TCP/TLS1.2;0.566;
53831;SQUARESPACE - Squarespace;0.528;1560439884;bibliocommons.com;;131.159.0.2;443;335.145;400;TCP/TLS1.3;0.535;
53831;SQUARESPACE - Squarespace;0.667;1560439885;squarespace.com;;131.159.0.2;443;460.372;301;TCP/TLS1.2;0.429;
53831;SQUARESPACE - Squarespace;0.548;1560439885;squarespace.com;;131.159.0.2;443;323.671;301;TCP/TLS1.3;0.484;
53831;SQUARESPACE - Squarespace;0.544;1560439886;wickedwhimsmod.com;;131.159.0.2;443;667.290;400;TCP/TLS1.2;0.539;
53831;SQUARESPACE - Squarespace;0.559;1560439887;wickedwhimsmod.com;;131.159.0.2;443;350.557;400;TCP/TLS1.3;0.484;
53831;SQUARESPACE - Squarespace;0.522;1560439888;midnightghosthunt.com;;131.159.0.2;443;447.996;400;TCP/TLS1.2;0.567;
53831;SQUARESPACE - Squarespace;0.500;1560439889;midnightghosthunt.com;;131.159.0.2;443;502.396;400;TCP/TLS1.3;0.559;
53831;SQUARESPACE - Squarespace;0.536;1560439890;joerogan.com;;131.159.0.2;443;475.051;400;TCP/TLS1.2;0.489;
53831;SQUARESPACE - Squarespace;0.598;1560439891;joerogan.com;;131.159.0.2;443;289.659;400;TCP/TLS1.3;0.536;
53831;SQUARESPACE - Squarespace;0.694;1560439893;colorgradingcentral.com;;131.159.0.2;443;619.305;400;TCP/TLS1.2;0.592;
53831;SQUARESPACE - Squarespace;0.435;1560439893;colorgradingcentral.com;;131.159.0.2;443;283.168;400;TCP/TLS1.3;0.349;
53831;SQUARESPACE - Squarespace;0.539;1560439894;login.squarespace.com;;131.159.0.2;443;414.506;400;TCP/TLS1.2;0.499;
53831;SQUARESPACE - Squarespace;0.522;1560439895;login.squarespace.com;;131.159.0.2;443;277.222;400;TCP/TLS1.3;0.433;
53831;SQUARESPACE - Squarespace;0.522;1560439896;secure.squarespace.com;;131.159.0.2;443;466.102;400;TCP/TLS1.2;7.166;
53831;SQUARESPACE - Squarespace;0.575;1560439897;secure.squarespace.com;;131.159.0.2;443;332.792;400;TCP/TLS1.3;0.485;
53831;SQUARESPACE - Squarespace;0.401;1560439898;merchtable.com;;131.159.0.2;443;432.505;400;TCP/TLS1.2;0.274;
53831;SQUARESPACE - Squarespace;0.543;1560439899;merchtable.com;;131.159.0.2;443;283.415;400;TCP/TLS1.3;0.513;
53831;SQUARESPACE - Squarespace;0.351;1560439900;vibehcm.com;;131.159.0.2;443;469.563;400;TCP/TLS1.2;0.344;
53831;SQUARESPACE - Squarespace;0.564;1560439901;vibehcm.com;;131.159.0.2;443;340.648;400;TCP/TLS1.3;0.567;
14061;DIGITALOCEAN-ASN - DigitalOcean;;;duniagames.co.id;;;;;;TCP/TLS1.2;;35
14061;DIGITALOCEAN-ASN - DigitalOcean;0.598;1560439903;duniagames.co.id;;131.159.0.2;443;529.775;302;TCP/TLS1.3;0.444;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.440;1560439903;localenquirer.com;;131.159.0.2;443;125.613;403;TCP/TLS1.2;0.371;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.556;1560439903;localenquirer.com;;131.159.0.2;443;71.869;403;TCP/TLS1.3;0.506;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.535;1560439903;giveawayworldpost.info;;131.159.0.2;443;101.310;200;TCP/TLS1.2;0.518;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.498;1560439904;giveawayworldpost.info;;131.159.0.2;443;78.242;200;TCP/TLS1.3;7.395;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.547;1560439904;aminoeditor.com;;131.159.0.2;443;90.163;200;TCP/TLS1.2;0.579;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.481;1560439904;aminoeditor.com;;131.159.0.2;443;42.727;200;TCP/TLS1.3;0.487;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.412;1560439904;cleantalk.org;;131.159.0.2;443;120.073;200;TCP/TLS1.2;0.633;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.486;1560439905;cleantalk.org;;131.159.0.2;443;88.885;200;TCP/TLS1.3;0.477;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.517;1560439906;celebsunmasked.com;;131.159.0.2;443;629.862;200;TCP/TLS1.2;0.527;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.504;1560439907;celebsunmasked.com;;131.159.0.2;443;534.175;200;TCP/TLS1.3;0.508;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.512;1560439908;sgpsweeps.club;;131.159.0.2;443;810.667;200;TCP/TLS1.2;0.360;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.546;1560439909;sgpsweeps.club;;131.159.0.2;443;505.483;200;TCP/TLS1.3;0.468;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.745;1560439910;uan.ao;;131.159.0.2;443;641.931;403;TCP/TLS1.2;0.495;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.627;1560439910;uan.ao;;131.159.0.2;443;215.391;403;TCP/TLS1.3;0.466;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.592;1560439910;redux.js.org;;131.159.0.2;443;120.840;200;TCP/TLS1.2;5.425;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.527;1560439910;redux.js.org;;131.159.0.2;443;58.425;200;TCP/TLS1.3;0.524;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.510;1560439911;subtitletools.com;;131.159.0.2;443;135.947;200;TCP/TLS1.2;0.851;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.529;1560439911;subtitletools.com;;131.159.0.2;443;70.729;200;TCP/TLS1.3;0.548;
24940;HETZNER-AS - Hetzner Online GmbH;0.488;1560439911;ylilauta.org;;131.159.0.2;443;138.024;402;TCP/TLS1.2;0.433;
24940;HETZNER-AS - Hetzner Online GmbH;0.584;1560439912;ylilauta.org;;131.159.0.2;443;1094.125;402;TCP/TLS1.3;999.210;
24940;HETZNER-AS - Hetzner Online GmbH;0.521;1560439912;farachart.com;;131.159.0.2;443;75.298;200;TCP/TLS1.2;0.539;
24940;HETZNER-AS - Hetzner Online GmbH;0.529;1560439912;farachart.com;;131.159.0.2;443;54.432;200;TCP/TLS1.3;0.678;
24940;HETZNER-AS - Hetzner Online GmbH;0.554;1560439914;tasvirrooz.ir;;131.159.0.2;443;189.641;200;TCP/TLS1.2;0.504;
24940;HETZNER-AS - Hetzner Online GmbH;0.545;1560439915;tasvirrooz.ir;;131.159.0.2;443;54.235;200;TCP/TLS1.3;0.457;
24940;HETZNER-AS - Hetzner Online GmbH;0.572;1560439915;wholeworld.ws;;131.159.0.2;443;469.795;200;TCP/TLS1.2;0.496;
24940;HETZNER-AS - Hetzner Online GmbH;0.609;1560439915;wholeworld.ws;;131.159.0.2;443;50.979;200;TCP/TLS1.3;0.412;
24940;HETZNER-AS - Hetzner Online GmbH;0.529;1560439916;asemanhost.com;;131.159.0.2;443;85.467;200;TCP/TLS1.2;0.473;
24940;HETZNER-AS - Hetzner Online GmbH;0.587;1560439917;asemanhost.com;;131.159.0.2;443;55.378;200;TCP/TLS1.3;0.501;
24940;HETZNER-AS - Hetzner Online GmbH;0.584;1560439917;myanonamouse.net;;131.159.0.2;443;75.782;301;TCP/TLS1.2;0.505;
24940;HETZNER-AS - Hetzner Online GmbH;0.471;1560439917;myanonamouse.net;;131.159.0.2;443;41.493;301;TCP/TLS1.3;0.464;
24940;HETZNER-AS - Hetzner Online GmbH;0.407;1560439918;overclockers.ru;;131.159.0.2;443;75.883;200;TCP/TLS1.2;0.410;
24940;HETZNER-AS - Hetzner Online GmbH;0.481;1560439918;overclockers.ru;;131.159.0.2;443;40.072;200;TCP/TLS1.3;0.497;
24940;HETZNER-AS - Hetzner Online GmbH;0.503;1560439918;animezeira.com;;131.159.0.2;443;82.020;200;TCP/TLS1.2;0.450;
24940;HETZNER-AS - Hetzner Online GmbH;0.526;1560439918;animezeira.com;;131.159.0.2;443;56.032;200;TCP/TLS1.3;0.574;
24940;HETZNER-AS - Hetzner Online GmbH;0.699;1560439918;affarimiei.biz;;131.159.0.2;443;99.009;301;TCP/TLS1.2;0.588;
24940;HETZNER-AS - Hetzner Online GmbH;0.546;1560439918;affarimiei.biz;;131.159.0.2;443;50.640;301;TCP/TLS1.3;0.524;
24940;HETZNER-AS - Hetzner Online GmbH;0.520;1560439919;quickpay.net;;131.159.0.2;443;131.031;200;TCP/TLS1.2;0.493;
24940;HETZNER-AS - Hetzner Online GmbH;0.524;1560439919;quickpay.net;;131.159.0.2;443;67.509;200;TCP/TLS1.3;0.580;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.480;1560439921;advancedcustomfields.com;;131.159.0.2;443;1155.039;301;TCP/TLS1.2;0.480;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.527;1560439922;advancedcustomfields.com;;131.159.0.2;443;792.882;301;TCP/TLS1.3;0.543;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.563;1560439923;skullcandy.com;;131.159.0.2;443;470.510;301;TCP/TLS1.2;0.461;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.560;1560439923;skullcandy.com;;131.159.0.2;443;304.373;301;TCP/TLS1.3;0.532;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.567;1560439924;xdguru.com;;131.159.0.2;443;273.522;301;TCP/TLS1.2;0.455;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.570;1560439924;xdguru.com;;131.159.0.2;443;97.224;301;TCP/TLS1.3;0.527;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.533;1560439925;ravepay.co;;131.159.0.2;443;287.698;200;TCP/TLS1.2;0.494;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.543;1560439925;ravepay.co;;131.159.0.2;443;96.256;200;TCP/TLS1.3;0.458;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.425;1560439926;yaheestore.co.uk;;131.159.0.2;443;230.262;301;TCP/TLS1.2;0.441;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.580;1560439927;yaheestore.co.uk;;131.159.0.2;443;94.517;301;TCP/TLS1.3;0.499;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.578;1560439928;cadblocksfree.com;;131.159.0.2;443;221.193;302;TCP/TLS1.2;0.509;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.514;1560439928;cadblocksfree.com;;131.159.0.2;443;100.241;302;TCP/TLS1.3;0.556;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.497;1560439929;sheetsformarketers.com;;131.159.0.2;443;228.379;200;TCP/TLS1.2;0.541;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.479;1560439929;sheetsformarketers.com;;131.159.0.2;443;91.739;200;TCP/TLS1.3;0.427;
