Asn;Holder;DnsLookupTimer;TimeOfMeasurement;Url;Path;Ip;Port;ConnecitonEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional;Error
32475;SINGLEHOP-LLC - SingleHop LLC;0.555;1560190273;w.org;;131.159.0.2;443;338.962;301;TCP/TLS1.2;0.317;
32475;SINGLEHOP-LLC - SingleHop LLC;0.728;1560190274;w.org;;131.159.0.2;443;227.997;301;TCP/TLS1.3;0.384;
32475;SINGLEHOP-LLC - SingleHop LLC;0.651;1560190274;wordpress.org;;131.159.0.2;443;337.431;200;TCP/TLS1.2;0.298;
32475;SINGLEHOP-LLC - SingleHop LLC;0.629;1560190275;wordpress.org;;131.159.0.2;443;225.118;200;TCP/TLS1.3;0.381;
32475;SINGLEHOP-LLC - SingleHop LLC;0.610;1560190275;mgarticles.com;;131.159.0.2;443;331.920;301;TCP/TLS1.2;0.488;
32475;SINGLEHOP-LLC - SingleHop LLC;0.653;1560190275;mgarticles.com;;131.159.0.2;443;212.269;301;TCP/TLS1.3;0.450;
32475;SINGLEHOP-LLC - SingleHop LLC;0.583;1560190276;abante.com.ph;;131.159.0.2;443;363.040;301;TCP/TLS1.2;0.407;
32475;SINGLEHOP-LLC - SingleHop LLC;0.684;1560190277;abante.com.ph;;131.159.0.2;443;339.492;301;TCP/TLS1.3;0.434;
32475;SINGLEHOP-LLC - SingleHop LLC;0.569;1560190278;expatwomen.com;;131.159.0.2;443;357.138;200;TCP/TLS1.2;0.445;
32475;SINGLEHOP-LLC - SingleHop LLC;0.613;1560190279;expatwomen.com;;131.159.0.2;443;393.290;200;TCP/TLS1.3;0.334;
32475;SINGLEHOP-LLC - SingleHop LLC;0.568;1560190279;sciencealert.com;;131.159.0.2;443;440.738;301;TCP/TLS1.2;0.328;
32475;SINGLEHOP-LLC - SingleHop LLC;0.637;1560190280;sciencealert.com;;131.159.0.2;443;340.264;301;TCP/TLS1.3;0.353;
32475;SINGLEHOP-LLC - SingleHop LLC;0.625;1560190281;namethatporn.com;;131.159.0.2;443;366.533;200;TCP/TLS1.2;0.392;
32475;SINGLEHOP-LLC - SingleHop LLC;0.543;1560190281;namethatporn.com;;131.159.0.2;443;224.297;200;TCP/TLS1.3;0.297;
32475;SINGLEHOP-LLC - SingleHop LLC;0.586;1560190282;losrios.edu;;131.159.0.2;443;501.420;200;TCP/TLS1.2;0.438;
32475;SINGLEHOP-LLC - SingleHop LLC;0.610;1560190283;losrios.edu;;131.159.0.2;443;329.222;200;TCP/TLS1.3;0.383;
32475;SINGLEHOP-LLC - SingleHop LLC;0.571;1560190284;insightsactivelearn.com;;131.159.0.2;443;441.630;200;TCP/TLS1.2;0.389;
32475;SINGLEHOP-LLC - SingleHop LLC;0.548;1560190285;insightsactivelearn.com;;131.159.0.2;443;341.256;200;TCP/TLS1.3;0.411;
32475;SINGLEHOP-LLC - SingleHop LLC;0.534;1560190286;weliveentertainment.com;;131.159.0.2;443;542.474;200;TCP/TLS1.2;0.386;
32475;SINGLEHOP-LLC - SingleHop LLC;0.598;1560190287;weliveentertainment.com;;131.159.0.2;443;365.678;200;TCP/TLS1.3;0.351;
2635;AUTOMATTIC - Automattic;0.621;1560190288;wordpress.com;;131.159.0.2;443;57.252;200;TCP/TLS1.2;0.309;
2635;AUTOMATTIC - Automattic;0.593;1560190288;wordpress.com;;131.159.0.2;443;38.775;200;TCP/TLS1.3;0.345;
2635;AUTOMATTIC - Automattic;0.538;1560190289;decider.com;;131.159.0.2;443;101.717;200;TCP/TLS1.2;0.382;
2635;AUTOMATTIC - Automattic;0.545;1560190290;decider.com;;131.159.0.2;443;38.141;200;TCP/TLS1.3;0.417;
2635;AUTOMATTIC - Automattic;0.547;1560190290;home.blog;;131.159.0.2;443;57.941;200;TCP/TLS1.2;0.418;
2635;AUTOMATTIC - Automattic;0.543;1560190291;home.blog;;131.159.0.2;443;37.805;200;TCP/TLS1.3;0.560;
2635;AUTOMATTIC - Automattic;0.488;1560190291;pagesix.com;;131.159.0.2;443;62.082;200;TCP/TLS1.2;0.337;
2635;AUTOMATTIC - Automattic;0.595;1560190292;pagesix.com;;131.159.0.2;443;38.434;200;TCP/TLS1.3;0.401;
2635;AUTOMATTIC - Automattic;3.725;1560190293;usmagazine.com;;131.159.0.2;443;270.999;302;TCP/TLS1.2;0.506;
2635;AUTOMATTIC - Automattic;0.322;1560190293;usmagazine.com;;131.159.0.2;443;33.519;302;TCP/TLS1.3;0.296;
2635;AUTOMATTIC - Automattic;0.522;1560190293;files.wordpress.com;;131.159.0.2;443;59.913;301;TCP/TLS1.2;0.342;
2635;AUTOMATTIC - Automattic;0.678;1560190293;files.wordpress.com;;131.159.0.2;443;46.879;301;TCP/TLS1.3;7.120;
2635;AUTOMATTIC - Automattic;0.588;1560190293;penademo.wordpress.com;;131.159.0.2;443;57.654;200;TCP/TLS1.2;0.525;
2635;AUTOMATTIC - Automattic;0.679;1560190294;penademo.wordpress.com;;131.159.0.2;443;41.521;200;TCP/TLS1.3;0.424;
2635;AUTOMATTIC - Automattic;0.525;1560190295;dilei.it;;131.159.0.2;443;81.755;200;TCP/TLS1.2;0.309;
2635;AUTOMATTIC - Automattic;0.572;1560190295;dilei.it;;131.159.0.2;443;39.058;200;TCP/TLS1.3;0.606;
2635;AUTOMATTIC - Automattic;0.545;1560190295;mensjournal.com;;131.159.0.2;443;91.088;302;TCP/TLS1.2;0.391;
2635;AUTOMATTIC - Automattic;0.588;1560190295;mensjournal.com;;131.159.0.2;443;38.288;302;TCP/TLS1.3;0.348;
2635;AUTOMATTIC - Automattic;0.574;1560190296;href.li;;131.159.0.2;443;87.608;200;TCP/TLS1.2;0.548;
2635;AUTOMATTIC - Automattic;0.571;1560190296;href.li;;131.159.0.2;443;38.494;200;TCP/TLS1.3;0.301;
53831;SQUARESPACE - Squarespace;0.474;1560190297;bibliocommons.com;;131.159.0.2;443;426.495;400;TCP/TLS1.2;0.353;
53831;SQUARESPACE - Squarespace;0.513;1560190298;bibliocommons.com;;131.159.0.2;443;344.735;400;TCP/TLS1.3;0.437;
53831;SQUARESPACE - Squarespace;0.648;1560190298;squarespace.com;;131.159.0.2;443;454.857;301;TCP/TLS1.2;0.408;
53831;SQUARESPACE - Squarespace;0.647;1560190299;squarespace.com;;131.159.0.2;443;331.728;301;TCP/TLS1.3;0.381;
53831;SQUARESPACE - Squarespace;0.573;1560190300;troversavestheuniverse.com;;131.159.0.2;443;471.261;400;TCP/TLS1.2;0.441;
53831;SQUARESPACE - Squarespace;0.607;1560190301;troversavestheuniverse.com;;131.159.0.2;443;281.567;400;TCP/TLS1.3;0.342;
53831;SQUARESPACE - Squarespace;0.589;1560190302;wickedwhimsmod.com;;131.159.0.2;443;417.406;400;TCP/TLS1.2;0.417;
53831;SQUARESPACE - Squarespace;0.595;1560190303;wickedwhimsmod.com;;131.159.0.2;443;277.319;400;TCP/TLS1.3;0.337;
53831;SQUARESPACE - Squarespace;0.552;1560190304;esportstales.com;;131.159.0.2;443;619.143;400;TCP/TLS1.2;0.346;
53831;SQUARESPACE - Squarespace;0.571;1560190305;esportstales.com;;131.159.0.2;443;286.902;400;TCP/TLS1.3;0.357;
53831;SQUARESPACE - Squarespace;0.593;1560190306;account.squarespace.com;;131.159.0.2;443;421.904;400;TCP/TLS1.2;0.447;
53831;SQUARESPACE - Squarespace;0.510;1560190307;account.squarespace.com;;131.159.0.2;443;339.417;400;TCP/TLS1.3;0.398;
53831;SQUARESPACE - Squarespace;0.553;1560190308;login.squarespace.com;;131.159.0.2;443;417.855;400;TCP/TLS1.2;0.372;
53831;SQUARESPACE - Squarespace;0.540;1560190309;login.squarespace.com;;131.159.0.2;443;274.998;400;TCP/TLS1.3;0.434;
53831;SQUARESPACE - Squarespace;0.536;1560190310;squanchgames.com;;131.159.0.2;443;458.209;400;TCP/TLS1.2;0.352;
53831;SQUARESPACE - Squarespace;0.624;1560190310;squanchgames.com;;131.159.0.2;443;340.805;400;TCP/TLS1.3;0.349;
53831;SQUARESPACE - Squarespace;0.546;1560190312;accountingtools.com;;131.159.0.2;443;528.410;400;TCP/TLS1.2;0.491;
53831;SQUARESPACE - Squarespace;0.579;1560190313;accountingtools.com;;131.159.0.2;443;349.030;400;TCP/TLS1.3;0.392;
53831;SQUARESPACE - Squarespace;0.518;1560190313;geektyrant.com;;131.159.0.2;443;461.234;400;TCP/TLS1.2;6.933;
53831;SQUARESPACE - Squarespace;0.743;1560190314;geektyrant.com;;131.159.0.2;443;327.983;400;TCP/TLS1.3;0.344;
19551;INCAPSULA - Incapsula Inc;0.542;1560190315;findagrave.com;;131.159.0.2;443;384.973;301;TCP/TLS1.2;0.426;
19551;INCAPSULA - Incapsula Inc;0.598;1560190315;findagrave.com;;131.159.0.2;443;364.761;301;TCP/TLS1.3;0.350;
19551;INCAPSULA - Incapsula Inc;0.586;1560190316;spiceworks.com;;131.159.0.2;443;410.139;301;TCP/TLS1.2;6.928;
19551;INCAPSULA - Incapsula Inc;0.638;1560190316;spiceworks.com;;131.159.0.2;443;387.388;301;TCP/TLS1.3;0.306;
19551;INCAPSULA - Incapsula Inc;0.772;1560190317;immoweb.be;;131.159.0.2;443;136.160;301;TCP/TLS1.2;0.467;
19551;INCAPSULA - Incapsula Inc;0.566;1560190317;immoweb.be;;131.159.0.2;443;104.686;301;TCP/TLS1.3;0.391;
19551;INCAPSULA - Incapsula Inc;0.656;1560190317;boots.com;;131.159.0.2;443;390.331;301;TCP/TLS1.2;0.355;
19551;INCAPSULA - Incapsula Inc;0.545;1560190318;boots.com;;131.159.0.2;443;361.009;301;TCP/TLS1.3;0.325;
19551;INCAPSULA - Incapsula Inc;0.592;1560190318;pageuppeople.com;;131.159.0.2;443;393.541;301;TCP/TLS1.2;0.350;
19551;INCAPSULA - Incapsula Inc;0.537;1560190319;pageuppeople.com;;131.159.0.2;443;377.942;301;TCP/TLS1.3;0.412;
19551;INCAPSULA - Incapsula Inc;0.695;1560190319;decathlon.es;;131.159.0.2;443;131.741;301;TCP/TLS1.2;0.384;
19551;INCAPSULA - Incapsula Inc;0.516;1560190319;decathlon.es;;131.159.0.2;443;101.448;301;TCP/TLS1.3;0.355;
19551;INCAPSULA - Incapsula Inc;0.511;1560190320;reclameaqui.com.br;;131.159.0.2;443;380.446;200;TCP/TLS1.2;7.100;
19551;INCAPSULA - Incapsula Inc;0.632;1560190320;reclameaqui.com.br;;131.159.0.2;443;360.164;200;TCP/TLS1.3;0.341;
19551;INCAPSULA - Incapsula Inc;0.591;1560190321;tcgplayer.com;;131.159.0.2;443;460.932;301;TCP/TLS1.2;7.381;
19551;INCAPSULA - Incapsula Inc;0.944;1560190321;tcgplayer.com;;131.159.0.2;443;366.450;301;TCP/TLS1.3;0.279;
19551;INCAPSULA - Incapsula Inc;0.553;1560190322;kooora.com;;131.159.0.2;443;244.158;301;TCP/TLS1.2;0.375;
19551;INCAPSULA - Incapsula Inc;0.594;1560190322;kooora.com;;131.159.0.2;443;101.955;301;TCP/TLS1.3;0.447;
19551;INCAPSULA - Incapsula Inc;0.507;1560190322;ozon.ru;;131.159.0.2;443;184.951;301;TCP/TLS1.2;0.388;
19551;INCAPSULA - Incapsula Inc;0.578;1560190322;ozon.ru;;131.159.0.2;443;104.812;301;TCP/TLS1.3;0.386;
30148;SUCURI-SEC - Sucuri;0.573;1560190322;filmesonlinegratis.com;;131.159.0.2;443;136.144;403;TCP/TLS1.2;0.331;
30148;SUCURI-SEC - Sucuri;0.771;1560190323;filmesonlinegratis.com;;131.159.0.2;443;91.908;403;TCP/TLS1.3;0.408;
30148;SUCURI-SEC - Sucuri;0.687;1560190323;narod.hr;;131.159.0.2;443;132.347;403;TCP/TLS1.2;0.406;
30148;SUCURI-SEC - Sucuri;0.705;1560190323;narod.hr;;131.159.0.2;443;80.434;403;TCP/TLS1.3;0.455;
30148;SUCURI-SEC - Sucuri;0.706;1560190323;hqdesexo.com;;131.159.0.2;443;135.008;301;TCP/TLS1.2;0.796;
30148;SUCURI-SEC - Sucuri;0.616;1560190323;hqdesexo.com;;131.159.0.2;443;93.449;301;TCP/TLS1.3;0.453;
30148;SUCURI-SEC - Sucuri;0.543;1560190324;maketecheasier.com;;131.159.0.2;443;138.751;301;TCP/TLS1.2;0.323;
30148;SUCURI-SEC - Sucuri;0.566;1560190324;maketecheasier.com;;131.159.0.2;443;80.346;301;TCP/TLS1.3;0.589;
30148;SUCURI-SEC - Sucuri;0.776;1560190324;noticiasaldiayalahora.co;;131.159.0.2;443;150.800;403;TCP/TLS1.2;0.410;
30148;SUCURI-SEC - Sucuri;0.674;1560190324;noticiasaldiayalahora.co;;131.159.0.2;443;91.580;403;TCP/TLS1.3;0.364;
30148;SUCURI-SEC - Sucuri;0.590;1560190324;thewrap.com;;131.159.0.2;443;133.350;301;TCP/TLS1.2;0.479;
30148;SUCURI-SEC - Sucuri;0.636;1560190324;thewrap.com;;131.159.0.2;443;90.371;301;TCP/TLS1.3;0.412;
30148;SUCURI-SEC - Sucuri;0.576;1560190325;puma.com;;131.159.0.2;443;121.095;301;TCP/TLS1.2;0.457;
30148;SUCURI-SEC - Sucuri;0.735;1560190325;puma.com;;131.159.0.2;443;80.707;301;TCP/TLS1.3;0.389;
30148;SUCURI-SEC - Sucuri;0.742;1560190325;wpadvancedads.com;;131.159.0.2;443;124.994;403;TCP/TLS1.2;0.536;
30148;SUCURI-SEC - Sucuri;0.768;1560190325;wpadvancedads.com;;131.159.0.2;443;80.572;403;TCP/TLS1.3;0.441;
30148;SUCURI-SEC - Sucuri;0.672;1560190326;multicanais.com;;131.159.0.2;443;121.309;200;TCP/TLS1.2;0.421;
30148;SUCURI-SEC - Sucuri;0.640;1560190326;multicanais.com;;131.159.0.2;443;81.669;200;TCP/TLS1.3;0.375;
30148;SUCURI-SEC - Sucuri;0.542;1560190326;sextop.net;;131.159.0.2;443;134.545;200;TCP/TLS1.2;0.367;
30148;SUCURI-SEC - Sucuri;0.618;1560190326;sextop.net;;131.159.0.2;443;90.564;200;TCP/TLS1.3;0.338;
24940;HETZNER-AS - Hetzner Online GmbH;0.661;1560190327;multiurok.ru;;131.159.0.2;443;77.634;200;TCP/TLS1.2;0.379;
24940;HETZNER-AS - Hetzner Online GmbH;0.638;1560190329;multiurok.ru;;131.159.0.2;443;52.401;200;TCP/TLS1.3;0.400;
24940;HETZNER-AS - Hetzner Online GmbH;0.609;1560190329;edupage.org;;131.159.0.2;443;90.529;200;TCP/TLS1.2;0.354;
24940;HETZNER-AS - Hetzner Online GmbH;0.563;1560190330;edupage.org;;131.159.0.2;443;50.875;200;TCP/TLS1.3;0.318;
24940;HETZNER-AS - Hetzner Online GmbH;0.560;1560190330;farachart.com;;131.159.0.2;443;102.477;200;TCP/TLS1.2;0.300;
24940;HETZNER-AS - Hetzner Online GmbH;0.565;1560190330;farachart.com;;131.159.0.2;443;47.408;200;TCP/TLS1.3;0.369;
24940;HETZNER-AS - Hetzner Online GmbH;0.553;1560190330;trendsmap.com;;131.159.0.2;443;79.959;301;TCP/TLS1.2;0.381;
24940;HETZNER-AS - Hetzner Online GmbH;0.522;1560190330;trendsmap.com;;131.159.0.2;443;49.649;301;TCP/TLS1.3;0.398;
24940;HETZNER-AS - Hetzner Online GmbH;0.529;1560190330;bidbarg.com;;131.159.0.2;443;90.416;301;TCP/TLS1.2;0.388;
24940;HETZNER-AS - Hetzner Online GmbH;0.534;1560190331;bidbarg.com;;131.159.0.2;443;272.812;301;TCP/TLS1.3;0.371;
24940;HETZNER-AS - Hetzner Online GmbH;0.720;1560190331;kopilkaurokov.ru;;131.159.0.2;443;79.970;200;TCP/TLS1.2;0.354;
24940;HETZNER-AS - Hetzner Online GmbH;0.564;1560190333;kopilkaurokov.ru;;131.159.0.2;443;50.850;200;TCP/TLS1.3;0.402;
24940;HETZNER-AS - Hetzner Online GmbH;0.543;1560190333;inagbeonline.com;;131.159.0.2;443;78.948;200;TCP/TLS1.2;0.378;
24940;HETZNER-AS - Hetzner Online GmbH;0.512;1560190333;inagbeonline.com;;131.159.0.2;443;51.155;200;TCP/TLS1.3;0.324;
24940;HETZNER-AS - Hetzner Online GmbH;0.501;1560190334;sarpoosh.com;;131.159.0.2;443;86.153;301;TCP/TLS1.2;0.417;
24940;HETZNER-AS - Hetzner Online GmbH;0.537;1560190334;sarpoosh.com;;131.159.0.2;443;54.130;301;TCP/TLS1.3;0.331;
24940;HETZNER-AS - Hetzner Online GmbH;0.463;1560190336;gtavicecity.ru;;131.159.0.2;443;2479.200;301;TCP/TLS1.2;0.417;
24940;HETZNER-AS - Hetzner Online GmbH;0.523;1560190336;gtavicecity.ru;;131.159.0.2;443;67.627;301;TCP/TLS1.3;0.411;
24940;HETZNER-AS - Hetzner Online GmbH;0.495;1560190336;softportal.com;;131.159.0.2;443;90.618;301;TCP/TLS1.2;0.377;
24940;HETZNER-AS - Hetzner Online GmbH;0.582;1560190337;softportal.com;;131.159.0.2;443;54.945;301;TCP/TLS1.3;0.336;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.504;1560190338;freshersnow.com;;131.159.0.2;443;966.722;301;TCP/TLS1.2;0.314;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.549;1560190339;freshersnow.com;;131.159.0.2;443;752.139;301;TCP/TLS1.3;0.390;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.579;1560190339;giveawayworldlt.info;;131.159.0.2;443;103.057;200;TCP/TLS1.2;0.326;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.515;1560190339;giveawayworldlt.info;;131.159.0.2;443;66.276;200;TCP/TLS1.3;0.380;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.639;1560190340;dotesports.com;;131.159.0.2;443;335.904;200;TCP/TLS1.2;0.416;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.415;1560190340;dotesports.com;;131.159.0.2;443;218.487;200;TCP/TLS1.3;0.419;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.553;1560190340;vuejs.org;;131.159.0.2;443;61.931;200;TCP/TLS1.2;0.367;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.524;1560190341;vuejs.org;;131.159.0.2;443;67.259;200;TCP/TLS1.3;0.312;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.533;1560190341;giftdomain.site;;131.159.0.2;443;131.213;200;TCP/TLS1.2;0.281;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.552;1560190341;giftdomain.site;;131.159.0.2;443;68.203;200;TCP/TLS1.3;0.356;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.456;1560190341;tomato-timer.com;;131.159.0.2;443;58.907;200;TCP/TLS1.2;0.354;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.696;1560190341;tomato-timer.com;;131.159.0.2;443;43.945;200;TCP/TLS1.3;0.450;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.709;1560190341;sumatrapdfreader.org;;131.159.0.2;443;72.880;301;TCP/TLS1.2;0.424;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.663;1560190341;sumatrapdfreader.org;;131.159.0.2;443;38.681;301;TCP/TLS1.3;0.444;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.526;1560190342;sgpget.info;;131.159.0.2;443;821.114;200;TCP/TLS1.2;0.382;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.516;1560190343;sgpget.info;;131.159.0.2;443;521.215;200;TCP/TLS1.3;0.403;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.551;1560190343;be-win-phone.com;;131.159.0.2;443;272.302;200;TCP/TLS1.2;0.451;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.557;1560190344;be-win-phone.com;;131.159.0.2;443;40.280;200;TCP/TLS1.3;0.328;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.604;1560190344;jntufastupdates.com;;131.159.0.2;443;340.422;301;TCP/TLS1.2;0.389;
14061;DIGITALOCEAN-ASN - DigitalOcean;0.652;1560190344;jntufastupdates.com;;131.159.0.2;443;214.887;301;TCP/TLS1.3;0.366;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.610;1560190345;dreamstime.com;;131.159.0.2;443;432.887;301;TCP/TLS1.2;3.007;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.572;1560190346;dreamstime.com;;131.159.0.2;443;280.680;301;TCP/TLS1.3;0.372;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.562;1560190347;collegepravesh.com;;131.159.0.2;443;1028.797;301;TCP/TLS1.2;0.353;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.538;1560190349;collegepravesh.com;;131.159.0.2;443;766.904;301;TCP/TLS1.3;0.344;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.560;1560190350;golfwang.com;;131.159.0.2;443;460.361;200;TCP/TLS1.2;0.342;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.594;1560190351;golfwang.com;;131.159.0.2;443;299.470;200;TCP/TLS1.3;0.436;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.563;1560190354;selular.id;;131.159.0.2;443;1157.657;200;TCP/TLS1.2;0.353;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.555;1560190356;selular.id;;131.159.0.2;443;770.270;200;TCP/TLS1.3;0.351;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.596;1560190358;freeluffy.com;;131.159.0.2;443;1196.237;301;TCP/TLS1.2;0.317;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.644;1560190360;freeluffy.com;;131.159.0.2;443;779.329;301;TCP/TLS1.3;0.394;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.577;1560190360;puredevsoftware.com;;131.159.0.2;443;113.422;200;TCP/TLS1.2;0.370;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.532;1560190360;puredevsoftware.com;;131.159.0.2;443;94.465;200;TCP/TLS1.3;0.370;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.703;1560190360;rumble.com;;131.159.0.2;443;68.620;200;TCP/TLS1.2;0.382;
36351;SOFTLAYER - SoftLayer Technologies Inc.;0.522;1560190360;rumble.com;;131.159.0.2;443;37.017;200;TCP/TLS1.3;0.336;
